regime,left,right,length,source,metric,mean,ci95_low,ci95_high
8b_t07,prc,synthid_depth2,400,outputs/self_bleu_temperature/t07_v1/summary.json,tpr,-0.86,-0.92025,-0.79
8b_t07,prc,synthid_depth10,1024,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.026976516634050877,-0.0679258806262231,0.012261497064579257
8b_t07,prc,synthid_depth10,1024,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.027149853085210573,-0.016148139079333993,0.07092311459353574
8b_t07,prc,synthid_depth10,1024,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,-0.012807191021637814,-0.022329128250331474,-0.0036042253786421554
8b_t07,prc,synthid_depth10,1024,outputs/self_bleu_temperature/t07_v1/summary.json,tpr,-0.97,-1.0,-0.93
8b_t07,prc,synthid_depth10,400,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.006834170854271362,-0.043297110552763814,0.02666268844221101
8b_t07,prc,synthid_depth10,400,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.008866498740554153,-0.023602015113350125,0.0442594458438287
8b_t07,prc,synthid_depth10,400,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,-0.017612497374312315,-0.028023410775340932,-0.008288408922440113
8b_t07,prc,synthid_depth10,400,outputs/self_bleu_temperature/t07_v1/summary.json,tpr,-0.99,-1.0,-0.97
8b_t07,prc,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.04563600782778864,-0.10256360078277885,0.008369373776908036
8b_t07,prc,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.04773751224289912,-0.009658667972575892,0.10852840352595486
8b_t07,prc,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,-0.003933238931765552,-0.01346448038818195,0.005244765630610908
8b_t07,prc,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.012587939698492468,-0.05050628140703518,0.021510050251256265
8b_t07,prc,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.015340050377833748,-0.01889231738035265,0.05277644836272038
8b_t07,prc,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,-0.006700449311798127,-0.015111393765890574,0.0010882157336059755
8b_t07,synthid_depth2,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.011594911937377692,-0.062125244618395296,0.03810396281800389
8b_t07,synthid_depth2,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.011625857002938295,-0.04045372184133203,0.06458055827619977
8b_t07,synthid_depth2,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,0.007042023391065533,-0.0028217370780881353,0.01653143947242757
8b_t07,synthid_depth2,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.00721105527638193,-0.039076005025125655,0.025028266331658246
8b_t07,synthid_depth2,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.00843828715365239,-0.02360579345088161,0.04040491183879092
8b_t07,synthid_depth2,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,0.00789527384043847,-0.002913441315008241,0.018729404266564713
8b_t07,synthid_depth10,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.018659491193737766,-0.07426394324853229,0.033808463796477464
8b_t07,synthid_depth10,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.020587659157688544,-0.035428746327130264,0.07961141038197843
8b_t07,synthid_depth10,null,1024,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,0.008873952089872263,-0.0013894595520106926,0.01980384543628043
8b_t07,synthid_depth10,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,distinct_3,-0.005753768844221106,-0.035734296482412074,0.02226319095477388
8b_t07,synthid_depth10,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,repeated_4gram_fraction,0.006473551637279596,-0.021587531486146096,0.03639924433249369
8b_t07,synthid_depth10,null,400,outputs/self_bleu_temperature/t07_v1/summary.json,self_bleu,0.010912048062514185,0.002418275200844501,0.019680225357801152
8b_full,prc,textseal_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.09032663316582916,0.06437185929648243,0.11650942211055276
8b_full,prc,textseal_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.09032745591939546,-0.11720906801007556,-0.06475944584382873
8b_full,prc,textseal_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.037314820864673665,-0.04821406497623643,-0.02715671602795028
8b_full,prc,textseal_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.45,-0.56,-0.35
8b_full,prc,textseal_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.29584148727984344,0.24744569471624267,0.343271771037182
8b_full,prc,textseal_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.29790401567091085,-0.34569588638589616,-0.24919809010773755
8b_full,prc,textseal_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.018802507041852795,-0.025600107715626454,-0.01205050778127843
8b_full,prc,textseal_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.03,-0.07,0.0
8b_full,prc,gumbel_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.24027638190954773,0.1722719849246231,0.31146859296482404
8b_full,prc,gumbel_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.24335012594458444,-0.3150906801007557,-0.17512531486146102
8b_full,prc,gumbel_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.9809944252700723,-0.9835972869260611,-0.9781801950297149
8b_full,prc,gumbel_off,400,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.45,-0.56,-0.35
8b_full,prc,gumbel_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.48416829745596873,0.409241927592955,0.5604794520547944
8b_full,prc,gumbel_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.49346718903036235,-0.5707908912830558,-0.4175053868756123
8b_full,prc,gumbel_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.9811024704544071,-0.9841900192951144,-0.9777258611184503
8b_full,prc,gumbel_off,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.03,-0.07,0.0
8b_full,prc,textseal_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.0036934673366834227,-0.00269032663316583,0.010025125628140707
8b_full,prc,textseal_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.0021914357682619634,-0.006700251889168764,0.0024943324937027733
8b_full,prc,textseal_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.03920307536505077,-0.050653940409655054,-0.028435909651356964
8b_full,prc,textseal_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.45,-0.56,-0.35
8b_full,prc,textseal_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.009706457925635993,-0.0009297945205479501,0.020284246575342457
8b_full,prc,textseal_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.0035749265426052914,-0.011988246816846236,0.004897159647404492
8b_full,prc,textseal_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.02837256909920335,-0.03531200144403114,-0.022010585899076937
8b_full,prc,textseal_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.03,-0.07,0.0
8b_full,prc,gumbel_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.00419597989949749,-0.002438442211055279,0.010681532663316572
8b_full,prc,gumbel_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.0013350125944584367,-0.005416246851385392,0.002720403022670029
8b_full,prc,gumbel_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.3747405736020502,-0.42993355646378073,-0.32084243598495016
8b_full,prc,gumbel_on,400,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.45,-0.56,-0.35
8b_full,prc,gumbel_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,distinct_3,0.010528375733855186,-0.002876956947162414,0.02487499999999998
8b_full,prc,gumbel_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,repeated_4gram_fraction,-0.004299706170421155,-0.015976248775710085,0.0064938785504407405
8b_full,prc,gumbel_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,self_bleu,-0.188286580725409,-0.2124789701445477,-0.16445122719353866
8b_full,prc,gumbel_on,1024,outputs/self_bleu_repeat/paired_comparison/summary.json,tpr,-0.03,-0.07,0.0
