temperature,N,hard_matched_TPR,hard_matched_TPR_CI_low,hard_matched_TPR_CI_high,hard_matched_realized_FPR,hard_matched_FPR_CI_low,hard_matched_FPR_CI_high,hard_matched_threshold,hard_matched_AUC,posterior_matched_TPR,posterior_matched_TPR_CI_low,posterior_matched_TPR_CI_high,posterior_matched_realized_FPR,posterior_matched_FPR_CI_low,posterior_matched_FPR_CI_high,posterior_matched_threshold,posterior_matched_AUC
1.0,160,0.0,0.0,0.0,0.001171875,0.000537109375,0.001953125,8551,0.5450244140621776,0.1125,0.037500000000000006,0.20625000000000002,0.00029296875,0.0,0.0006835937500000001,3.0229717052487137,0.684554443359025
1.2,160,0.89375,0.7937500000000001,0.9687499999999998,0.001416015625,0.0005859375,0.0025390624999999997,8551,0.9713526916500147,0.98125,0.9250000000000003,1.0000000000000002,0.00068359375,0.0001953125,0.00146484375,3.0229717052487137,0.9984600830074355
1.4,160,1.0,0.9999999999999998,1.0000000000000004,0.00068359375,0.000244140625,0.0012695312499999998,8551,0.9999999999996229,1.0,0.9999999999999998,1.0000000000000004,0.00146484375,0.0005859375000000001,0.0025878906250000003,3.0229717052487137,0.999999999999623
1.6,160,1.0,0.9999999999999998,1.0000000000000004,0.001025390625,0.00048828125,0.0015625,8551,0.9999999999996229,1.0,0.9999999999999998,1.0000000000000004,0.00078125,0.000244140625,0.001416015625,3.0229717052487137,0.999999999999623
1.8,160,1.0,0.9999999999999998,1.0000000000000004,0.00087890625,0.0001953125,0.001708984375,8551,0.999999999999623,1.0,0.9999999999999998,1.0000000000000004,0.000927734375,0.000390625,0.0015136718749999998,3.0229717052487137,0.999999999999623
