temperature,N,average_full_vocab_entropy_mean,average_full_vocab_entropy_q05,average_full_vocab_entropy_q95,mean_hierarchical_bit_entropy_mean,mean_hierarchical_bit_entropy_q05,mean_hierarchical_bit_entropy_q95,generation_full_vocab_entropy_mean,generation_full_vocab_entropy_q05,generation_full_vocab_entropy_q95,generation_hierarchical_bit_entropy_mean,generation_hierarchical_bit_entropy_q05,generation_hierarchical_bit_entropy_q95,bit_agreement_mean,bit_agreement_q05,bit_agreement_q95,hard_score_mean,hard_score_q05,hard_score_q95,Z_mean,Z_q05,Z_q95,posterior_no_evidence_N
1.0,160,1.6385244071976934,0.4693498769797771,3.7610841598074525,0.1312054404008181,0.03640616613038425,0.3013032422736249,1.5882552273456565,0.41368544536198654,3.7077467398412294,0.12726299633402116,0.032528370425411283,0.2970961475580214,0.537327406141493,0.5065049913194444,0.5896321614583333,0.16757937079738522,-1.4660833341462334,1.8741683859188965,0.9569139705829837,-1.2339083784543887,3.645976917035008,0
1.2,160,8.211523488786863,4.848743416385597,9.590565243446532,0.6578680778971382,0.3862271017817448,0.7719305060447632,8.153228220420502,4.704333860245043,9.569567357534028,0.6538447745298169,0.37604286121057046,0.7702040420139451,0.7511145697699653,0.6335720486111112,0.8020670572916667,9.63127954249662,1.37615348014448,15.984086907488132,18.80616670839459,5.904371004587341,25.411555859331862,0
1.4,160,10.423386604018493,9.94952005375534,10.746723756684194,0.835256646222504,0.7921644047054086,0.8622860949824935,10.384776341741077,9.866661803046757,10.738030727196657,0.8326762384061924,0.7868407398851455,0.8611744234605851,0.8418531629774304,0.8201605902777778,0.8561496310763889,21.371376375681415,15.924385575839914,26.195281758510767,30.433593641099215,25.070330759565493,34.95200526115525,0
1.6,160,11.047583608456588,10.878714595330104,11.171788383866742,0.8855941765864926,0.871047587796953,0.8972983617566361,11.031761589640288,10.86716992823996,11.158002247195936,0.8845123983264876,0.8700860994561062,0.8961377823167364,0.8753824869791668,0.8671712239583333,0.882663302951389,28.429736345230804,24.316579094238843,33.39193721782756,36.2163840359712,32.26199630419902,40.881683025735605,0
1.8,160,11.336950887882551,11.269922862403456,11.408424824045568,0.9087087653462266,0.9021952645168142,0.9152072149830444,11.329479445247221,11.248768405999222,11.408101668255538,0.9082116803763458,0.9014711194900906,0.9150391039537092,0.8939059787326389,0.8883843315972222,0.8999593098958333,32.93709242053929,28.575022180792462,37.55364903284988,39.99010167471734,35.54494198994538,44.55523088715394,0
