family,paper_ref,construction,generation_model,detector_model,detector,eta,t,block_length,tokens,detected,n_watermarked,tpr_percent,ci_lower_percent,ci_upper_percent
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,1648,220,500,44.0,39.7111794441699,48.38031264136874
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,3160,380,500,76.0,72.0673202993374,79.5362139966619
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,4672,404,500,80.8,77.1179624871567,84.0123781404117
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,6144,416,500,83.2,79.67256709103735,86.22117670231559
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,3136,241,500,48.2,43.850658762453506,52.576788863208094
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,7496,406,500,81.2,77.54223756869581,84.38200358650336
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,11856,430,500,86.0,82.6833135055546,88.76773398121365
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,,14336,437,500,87.4,84.2032282280136,90.02647110546229
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,3136,188,500,37.6,33.464001581923256,41.925082061523256
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,7496,392,500,78.4,74.58371194720326,81.7832255145806
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,11856,411,500,82.2,78.60548114500956,85.30351132926648
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,,14336,418,500,83.6,80.10053635257086,86.58710796841282
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.05,3,,520,138,500,27.6,23.863813294339813,31.677757158337744
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.05,3,,692,210,500,42.0,37.75093512774023,46.371054319644614
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.05,3,,864,276,500,55.2,50.8179738010616,59.502733058138254
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.05,3,,1280,345,500,69.0,64.81416618981787,72.89610887264314
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.1,3,,848,118,500,23.6,20.08812954715589,27.514435629214073
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.1,3,,1256,208,500,41.6,37.35974667931464,45.96834224043944
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.1,3,,1664,284,500,56.8,52.42253434338132,61.073774626341546
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.1,3,,3072,385,500,77.0,73.11377813252322,80.47450748255297
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.15,3,,1648,123,500,24.6,21.02809916856707,28.559217326879782
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.15,3,,3160,289,500,57.8,53.4276977868969,62.05336250190289
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.15,3,,4672,351,500,70.2,66.04929783319653,74.04267881215677
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.15,3,,6144,364,500,72.8,68.73673929547526,76.51559077947796
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.2,3,,3136,108,500,21.6,18.216774485419418,25.416288052796748
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.2,3,,7496,347,500,69.4,65.2255219632054,73.27865362688635
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.2,3,,11856,383,500,76.6,72.69485494684876,80.09953014059667
cross_model_detection,tab:app-mismatch,online_causal_prc_v1,Qwen3-8B-Base,Not required,Naive,0.2,3,,14336,393,500,78.6,74.79418772435875,81.96970000124047
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,256,256,312,500,62.4,58.074917938476744,66.53599841807676
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,256,256,219,500,43.8,39.514834408666566,48.1797074130567
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,256,256,126,500,25.2,21.593384838137187,29.184782448755808
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,256,256,135,500,27.0,23.29485392031058,31.05586574092084
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,256,256,94,500,18.8,15.617996413496654,22.457762431304207
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,256,256,47,500,9.4,7.14264085922213,12.276455586255913
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,256,256,47,500,9.4,7.14264085922213,12.276455586255913
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,256,256,37,500,7.4,5.4161184751011975,10.033475332223055
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,256,256,12,500,2.4,1.3781314655496986,4.147705746390075
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,400,400,430,500,86.0,82.6833135055546,88.76773398121365
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,400,400,355,500,71.0,66.87451968835136,74.80525801226344
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,400,400,260,500,52.0,47.62234529552701,56.34715734262677
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,400,400,247,500,49.4,45.039013091903215,53.770136116650654
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,400,400,184,500,36.8,32.68845483787568,41.11282775030931
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,400,400,120,500,24.0,20.4637860033381,27.93267970066262
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,400,400,88,500,17.6,14.51264013297259,21.181417128935994
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,400,400,49,500,9.8,7.492391886460623,12.720605086648181
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,400,400,29,500,5.8,4.06837291117572,8.205618785625498
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,512,512,472,500,94.4,92.0255206353293,96.09743793168485
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,512,512,421,500,84.2,80.74376489887337,87.13473021355645
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,512,512,344,500,68.8,64.60861967117411,72.7047051274715
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,512,512,335,500,67.0,62.76256239722534,70.9782100270819
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,512,512,247,500,49.4,45.039013091903215,53.770136116650654
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,512,512,168,500,33.6,29.598800782704913,37.85127758443401
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,512,512,148,500,29.6,25.76653952306019,33.74453356777114
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,512,512,110,500,22.0,18.590093257162362,25.836869808684565
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,512,512,56,500,11.2,8.726280019410225,14.26536880040623
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,1024,1024,495,500,99.0,97.68069002442694,99.57212461034096
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,1024,1024,489,500,97.8,96.10391387886837,98.76719917300724
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,1024,1024,463,500,92.6,89.96652466777695,94.5838815248988
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,1024,1024,476,500,95.2,92.957280316411,96.75347930586469
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,1024,1024,446,500,89.2,86.17453267151934,91.62771903629498
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,1024,1024,385,500,77.0,73.11377813252322,80.47450748255297
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,1024,1024,373,500,74.6,70.60690794081029,78.21797450848135
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,1024,1024,304,500,60.8,56.45405202499838,64.98126222103208
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,1024,1024,201,500,40.2,35.9928740326145,44.55656304043193
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,2048,2048,498,500,99.6,98.5534284784823,99.89023694773172
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,2048,2048,497,500,99.4,98.25097478959466,99.79574037280398
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,2048,2048,495,500,99.0,97.68069002442694,99.57212461034096
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,2048,2048,488,500,97.6,95.85229425360993,98.6218685344503
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,2048,2048,476,500,95.2,92.957280316411,96.75347930586469
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,2048,2048,441,500,88.2,85.07680121388806,90.74069917484935
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,2048,2048,361,500,72.2,68.1151400363696,75.94633924713749
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,2048,2048,297,500,59.4,55.039706612729155,63.616955786593664
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,2048,2048,229,500,45.8,41.481460977485106,50.18258348239194
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.2,3,4096,4096,484,500,96.8,94.86551309545582,98.0208486373429
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.2,3,4096,4096,475,500,95.0,92.72318388284523,96.59062547561506
noise_rate,fig:noise-rate-tpr,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.2,3,4096,4096,447,500,89.4,86.39490699892671,91.80429497270298
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,256,256,312,500,62.4,58.074917938476744,66.53599841807676
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,,256,254,500,50.8,46.428581664185806,55.15921939107572
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,256,256,219,500,43.8,39.514834408666566,48.1797074130567
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,,256,185,500,37.0,32.88222637742395,41.31600647457642
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,256,256,126,500,25.2,21.593384838137187,29.184782448755808
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,,256,113,500,22.6,19.1509780865554,26.466835770737664
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,400,400,430,500,86.0,82.6833135055546,88.76773398121365
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,,400,402,500,80.4,76.69425076136407,83.64218933857356
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,400,400,355,500,71.0,66.87451968835136,74.80525801226344
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,,400,312,500,62.4,58.074917938476744,66.53599841807676
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,400,400,260,500,52.0,47.62234529552701,56.34715734262677
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,,400,234,500,46.8,42.467406592197946,51.18138918675601
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,448,448,450,500,90.0,87.05780903680599,92.33224372626984
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,,448,425,500,85.0,81.60389193683017,87.86240423086119
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,448,448,397,500,79.4,75.63735290819747,82.71433587266328
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,,448,355,500,71.0,66.87451968835136,74.80525801226344
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,448,448,291,500,58.2,53.830265623623866,62.44469519280668
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,,448,260,500,52.0,47.62234529552701,56.34715734262677
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,512,512,472,500,94.4,92.0255206353293,96.09743793168485
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.05,3,,512,447,500,89.4,86.39490699892671,91.80429497270298
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,512,512,421,500,84.2,80.74376489887337,87.13473021355645
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.05,3,,512,395,500,79.0,75.21551530407024,82.34227294915975
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,512,512,344,500,68.8,64.60861967117411,72.7047051274715
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.05,3,,512,299,500,59.8,55.44343695956807,64.0071259673855
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,256,256,135,500,27.0,23.29485392031058,31.05586574092084
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,,256,111,500,22.2,18.776935138162994,26.046978191499313
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,256,256,94,500,18.8,15.617996413496654,22.457762431304207
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,,256,69,500,13.8,11.051800889888371,17.10020135952802
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,256,256,47,500,9.4,7.14264085922213,12.276455586255913
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,,256,42,500,8.4,6.274413680383038,11.15993144601811
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,512,512,335,500,67.0,62.76256239722534,70.9782100270819
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,,512,277,500,55.4,51.01829628154826,59.699360841466984
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,512,512,247,500,49.4,45.039013091903215,53.770136116650654
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,,512,213,500,42.6,38.3382578366752,46.97458240215578
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,512,512,168,500,33.6,29.598800782704913,37.85127758443401
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,,512,146,500,29.2,25.38524938356277,33.33192317963781
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,768,768,448,500,89.6,86.61557291243417,91.9805793230109
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,,768,425,500,85.0,81.60389193683017,87.86240423086119
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,768,768,385,500,77.0,73.11377813252322,80.47450748255297
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,,768,360,500,72.0,67.90813332381924,75.75639569587244
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,768,768,283,500,56.6,52.22171596922527,60.87764273668223
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,,768,247,500,49.4,45.039013091903215,53.770136116650654
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,1024,1024,476,500,95.2,92.957280316411,96.75347930586469
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.1,3,,1024,471,500,94.2,91.7943812143745,95.93162708882429
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,1024,1024,446,500,89.2,86.17453267151934,91.62771903629498
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.1,3,,1024,429,500,85.8,82.46703326752247,88.5870639554304
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,1024,1024,385,500,77.0,73.11377813252322,80.47450748255297
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.1,3,,1024,346,500,69.2,65.01980013173227,73.08742519454412
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,256,256,47,500,9.4,7.14264085922213,12.276455586255913
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,,256,34,500,6.8,4.906650742490687,9.35209227338743
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,256,256,37,500,7.4,5.4161184751011975,10.033475332223055
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,256,22,500,4.4,2.9233955628607178,6.571944287232845
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,256,256,12,500,2.4,1.3781314655496986,4.147705746390075
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,,256,13,500,2.6,1.5256383923327248,4.397149083422428
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,512,512,148,500,29.6,25.76653952306019,33.74453356777114
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,,512,97,500,19.4,16.172646664323683,23.09396297192332
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,512,512,110,500,22.0,18.590093257162362,25.836869808684565
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,512,67,500,13.4,10.69150018715208,16.666601534633546
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,512,512,56,500,11.2,8.726280019410225,14.26536880040623
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,,512,47,500,9.4,7.14264085922213,12.276455586255913
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,1024,1024,373,500,74.6,70.60690794081029,78.21797450848135
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,,1024,325,500,65.0,60.719287100619525,69.05198268553391
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,1024,1024,304,500,60.8,56.45405202499838,64.98126222103208
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Entropy-weighted,0.15,3,,1024,245,500,49.0,44.642617474030935,53.37263120689219
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,1024,1024,201,500,40.2,35.9928740326145,44.55656304043193
fixed_vs_online,fig:online-vs-fixed-prc,online_causal_prc_v1,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Naive,0.15,3,,1024,151,500,30.2,26.339155087985656,34.36276879429182
fixed_vs_online,fig:online-vs-fixed-prc,fixed_prc,Qwen3-0.6B-Base,Qwen3-0.6B-Base,Posterior mean,0.15,3,1504,1504,455,500,91.0,88.16905887106667,93.20574521108605
