recorded_utc,app_id,app_url,status,gpu,generated_watermarked_records,generated_watermarked_tokens,generated_null_tokens,null_cache_T,provider_gpu_cost_usd,provider_cpu_cost_usd,provider_memory_cost_usd,provider_total_cost_usd,notes
2026-08-16T22:38:10Z,ap-UTKbzVwFAO1wP1dkbe0oJ0,https://modal.com/apps/new-prc-watermark/main/ap-UTKbzVwFAO1wP1dkbe0oJ0,completed,A10G,500,752000,0,8192,0.53044381,0.02387968,0.00605177,0.56037526,"Qwen3-0.6B-Base fixed PRC at T=n=1504, t=3, eta=0.15; generated and persisted 500 watermarked records in eight batches, reused the T=8192 null cache, and completed 1000 detector records after one automatic Modal preemption retry."
