recorded_utc,app_id,app_url,status,gpu,generated_watermarked_records,generated_watermarked_tokens,generated_null_tokens,null_cache_T,provider_gpu_cost_usd,provider_cpu_cost_usd,provider_memory_cost_usd,provider_total_cost_usd,notes
2026-08-16T22:22:44Z,ap-IiiFirbBSNtasbVdQKtK2y,https://modal.com/apps/new-prc-watermark/main/ap-IiiFirbBSNtasbVdQKtK2y,completed,A10G,500,224000,0,512,0.19922254,0.00496469,0.00239372,0.20658095,"Qwen3-0.6B-Base fixed PRC at T=n=448, t=3, eta=0.05; generated 500 watermarked records in eight batches, reused the T=512 null cache, and computed 1000 detection records."
